modele,alarmiste,neutre,rassurant
gpt_oss_20b,49.666666666666664,49.666666666666664,0.6666666666666667
meta-llama/llama-4-scout-17b-16e-instruct,48.333333333333336,50.66666666666667,1.0
qwen/qwen3-32b,63.54515050167224,35.785953177257525,0.6688963210702341
